Iteration,All with BEV100,LFLM with BEV100,All with BEV250
3045,29.41,64.41,74.59
3046,42.20,65.38,85.15
3047,37.60,56.76,81.70
3048,57.99,94.98,96.99
3049,50.45,80.85,91.34
3050,21.12,56.12,68.78
3051,55.83,90.94,95.37
3052,52.86,85.36,93.15
3053,35.61,70.61,78.93
3054,46.49,73.43,88.37
3055,60.87,70.85,81.88
3056,52.97,85.56,93.22
3057,57.56,94.17,96.67
3058,60.64,99.96,81.88
3059,28.93,63.93,74.25
3060,42.35,65.65,85.26
3061,34.54,69.54,78.18
3062,18.10,53.10,66.67
3063,49.73,84.73,88.81
3064,19.24,54.24,67.47
3065,49.34,78.77,90.51
3066,49.63,79.30,90.72
3067,30.79,65.79,75.55
3068,44.70,79.70,85.29
3069,57.14,92.14,94.00
3070,41.16,76.16,82.81
3071,47.74,75.76,89.31
3072,48.32,76.85,89.74
3073,39.65,60.60,83.24
3074,29.56,64.56,74.69
3075,34.09,69.09,77.86
3076,31.15,66.15,75.81
3077,28.24,63.24,73.77
3078,50.82,85.82,89.57
3079,50.49,85.49,89.34
3080,21.55,56.55,69.09
3081,25.77,60.77,72.04
3082,62.39,70.85,81.88
3083,40.25,61.71,83.69
3084,36.16,71.16,79.31
3085,50.63,81.18,91.47
3086,43.56,78.56,84.49
3087,68.83,70.85,81.88
3088,40.05,75.05,82.03
3089,43.89,68.54,86.41
3090,50.74,81.39,91.56
3091,68.55,70.85,81.88
3092,27.46,62.46,73.23
3093,46.67,81.67,86.67
3094,37.22,72.22,80.06
3095,53.38,86.33,93.53
3096,1.15,36.15,54.80
3097,30.16,65.16,75.11
3098,43.10,67.06,85.83
3099,18.65,53.65,67.05
3100,25.24,60.24,71.67
3101,49.58,79.22,90.69
3102,47.85,75.97,89.39
3103,39.58,74.58,81.70
3104,42.62,66.17,85.47
3105,29.53,64.53,74.67
3106,54.54,88.52,94.41
3107,30.56,65.56,75.39
3108,50.07,80.12,91.05
3109,21.05,56.05,68.74
3110,37.73,72.73,80.41
3111,37.67,72.67,80.37
3112,39.19,59.73,82.89
3113,35.39,70.39,78.77
3114,34.24,50.46,79.18
3115,25.62,60.62,71.93
3116,52.25,84.22,92.69
3117,56.64,92.44,95.98
3118,37.64,72.64,80.35
3119,48.55,77.28,89.91
3120,37.07,72.07,79.95
3121,28.84,63.84,74.19
3122,55.48,90.27,95.11
3123,44.01,68.77,86.51
3124,48.59,77.35,89.94
3125,38.73,58.86,82.55
3126,41.84,64.70,84.88
3127,21.10,56.10,68.77
3128,41.98,76.98,83.38
3129,55.19,89.73,94.89
3130,32.62,67.62,76.83
3131,62.30,70.85,81.88
3132,47.02,82.02,86.91
3133,45.51,80.51,85.86
3134,26.78,61.78,72.74
3135,36.62,71.62,79.63
3136,39.93,61.12,83.45
3137,16.82,51.82,65.77
3138,16.35,51.35,65.45
3139,64.06,70.85,81.88
3140,24.08,59.08,70.86
3141,51.78,86.78,90.24
3142,42.53,77.53,83.77
3143,47.86,75.98,89.39
3144,13.34,48.34,63.34
3145,38.42,73.42,80.90
3146,33.86,68.86,77.70
3147,51.38,86.38,89.97
3148,32.13,67.13,76.49
3149,60.34,99.40,81.88
3150,51.78,83.33,92.33
3151,51.04,81.96,91.78
3152,29.87,42.25,75.90
3153,25.11,60.11,71.58
3154,21.96,56.96,69.37
3155,18.17,53.17,66.72
3156,24.61,59.61,71.23
3157,48.58,77.34,89.93
3158,62.66,70.85,81.88
3159,39.14,74.14,81.40
3160,48.07,76.39,89.56
3161,45.55,71.66,87.66
3162,53.60,86.74,93.70
3163,33.98,68.98,77.78
3164,8.52,43.52,59.96
3165,44.42,69.53,86.81
3166,47.13,74.62,88.85
3167,50.66,81.24,91.49
3168,45.90,72.31,87.92
3169,28.86,63.86,74.20
3170,42.71,77.71,83.90
3171,28.65,63.65,74.05
3172,60.65,99.97,81.88
3173,44.94,70.51,87.21
3174,65.17,70.85,81.88
3175,28.54,63.54,73.98
3176,21.35,56.35,68.95
3177,24.56,59.56,71.19
3178,47.94,76.13,89.45
3179,52.54,84.77,92.91
3180,39.81,74.81,81.87
3181,48.25,76.72,89.69
3182,27.03,62.03,72.92
3183,43.97,68.69,86.48
3184,58.21,95.40,97.16
3185,39.88,74.88,81.91
3186,49.47,79.01,90.60
3187,44.13,79.13,84.89
3188,20.11,55.11,68.08
3189,50.05,80.10,91.04
3190,45.01,70.65,87.26
3191,62.03,70.85,81.88
3192,37.17,72.17,80.02
3193,30.85,65.85,75.60
3194,40.35,75.35,82.25
3195,49.78,79.58,90.83
3196,33.31,68.31,77.32
3197,61.37,70.85,81.88
3198,35.51,70.51,78.86
3199,44.41,79.41,85.09
3200,65.07,70.85,81.88
3201,28.87,63.87,74.21
3202,38.56,73.56,81.00
3203,28.14,63.14,73.70
3204,44.28,79.28,85.00
3205,58.24,95.45,97.18
3206,55.33,90.00,95.00
3207,19.12,54.12,67.39
3208,57.55,94.16,96.66
3209,59.22,97.29,97.92
3210,37.20,72.20,80.04
3211,20.35,55.35,68.24
3212,58.63,96.19,97.47
3213,40.60,75.60,82.42
3214,54.36,88.17,94.27
3215,33.40,68.40,77.38
3216,6.84,41.84,58.79
3217,41.88,76.88,83.32
3218,32.28,46.78,77.71
3219,14.14,49.14,63.90
3220,43.03,78.03,84.12
3221,37.37,72.37,80.16
3222,24.29,59.29,71.00
3223,59.25,97.34,97.94
3224,51.76,83.31,92.32
3225,40.91,75.91,82.63
3226,29.48,64.48,74.64
3227,40.16,61.55,83.62
3228,26.00,61.00,72.20
3229,34.34,69.34,78.04
3230,28.12,63.12,73.69
3231,20.06,55.06,68.04
3232,60.16,99.04,81.88
3233,66.08,70.85,81.88
3234,29.89,64.89,74.92
3235,37.21,56.01,81.40
3236,33.06,48.23,78.29
3237,49.14,78.40,90.36
3238,35.03,70.03,78.52
3239,46.74,81.74,86.72
3240,55.47,90.47,92.83
3241,35.22,70.22,78.66
3242,21.08,56.08,68.75
3243,37.28,72.28,80.10
3244,49.55,79.16,90.66
3245,39.18,59.71,82.88
3246,44.61,69.90,86.96
3247,63.54,70.85,81.88
3248,49.33,84.33,88.53
3249,60.01,98.76,81.88
3250,30.16,65.16,75.11
3251,50.38,80.72,91.29
3252,62.51,70.85,81.88
3253,21.40,56.40,68.98
3254,36.17,71.17,79.32
3255,58.33,95.62,97.25
3256,53.35,86.29,93.52
3257,60.45,99.59,81.88
3258,29.26,64.26,74.48
3259,41.08,63.28,84.31
3260,50.88,81.66,91.66
3261,46.19,72.86,88.15
3262,57.43,93.94,96.57
3263,34.90,51.69,79.68
3264,52.54,84.76,92.90
3265,8.27,43.27,59.79
3266,60.29,99.30,81.88
3267,41.25,63.60,84.44
3268,29.31,64.31,74.52
3269,49.68,79.39,90.76
3270,24.25,59.25,70.97
3271,16.10,51.10,65.27
3272,37.78,57.09,81.83
3273,39.31,74.31,81.52
3274,27.09,62.09,72.96
3275,50.55,81.02,91.41
3276,23.73,58.73,70.61
3277,15.58,50.58,64.90
3278,42.72,66.34,85.54
3279,45.18,70.96,87.38
3280,44.19,69.11,86.64
3281,29.82,64.82,74.88
3282,51.23,82.31,91.92
3283,30.44,65.44,75.30
3284,9.76,44.76,60.84
3285,48.95,83.95,88.26
3286,41.80,76.80,83.26
3287,54.14,89.14,91.90
3288,27.59,62.59,73.32
3289,50.71,85.71,89.50
3290,32.33,67.33,76.63
3291,56.34,91.89,95.76
3292,21.67,56.67,69.17
3293,15.37,50.37,64.76
3294,48.48,77.14,89.86
3295,51.88,83.53,92.41
3296,41.44,76.44,83.01
3297,37.05,72.05,79.94
3298,32.88,67.88,77.01
3299,32.58,67.58,76.80
3300,49.95,84.95,88.96
3301,49.70,79.45,90.78
3302,39.89,61.04,83.42
3303,52.76,85.18,93.07
3304,41.21,63.51,84.41
3305,43.75,68.29,86.32
3306,21.03,56.03,68.72
3307,37.98,57.45,81.98
3308,49.00,84.00,88.30
3309,45.59,80.59,85.91
3310,18.94,53.94,67.26
3311,31.77,66.77,76.24
3312,50.32,85.32,89.22
3313,48.12,76.48,89.59
3314,39.50,74.50,81.65
3315,51.59,82.98,92.19
3316,42.23,77.23,83.56
3317,41.86,64.74,84.90
3318,28.07,63.07,73.65
3319,22.04,57.04,69.43
3320,27.10,62.10,72.97
3321,15.64,50.64,64.95
3322,38.77,73.77,81.14
3323,62.71,70.85,81.88
3324,6.65,41.65,58.66
3325,29.72,41.98,75.79
3326,66.55,70.85,81.88
3327,40.21,75.21,82.15
3328,33.81,49.64,78.86
3329,39.25,59.84,82.94
3330,43.49,67.80,86.12
3331,61.39,70.85,81.88
3332,44.37,79.37,85.06
3333,46.36,73.18,88.27
3334,43.24,67.33,85.93
3335,53.62,86.78,93.71
3336,49.80,79.63,90.85
3337,27.82,62.82,73.47
3338,24.55,59.55,71.19
3339,27.25,62.25,73.08
3340,53.35,86.28,93.51
3341,43.35,67.53,86.01
3342,49.43,78.93,90.57
3343,49.48,84.48,88.64
3344,52.30,84.31,92.72
3345,53.15,85.91,93.36
3346,55.61,90.51,95.20
3347,63.52,70.85,81.88
3348,18.80,53.80,67.16
3349,65.44,70.85,81.88
3350,41.62,64.30,84.72
3351,36.34,71.34,79.44
3352,17.90,52.90,66.53
3353,51.58,82.97,92.19
3354,55.27,89.88,94.95
3355,33.88,68.88,77.72
3356,45.25,71.09,87.44
3357,21.97,56.97,69.38
3358,32.76,67.76,76.93
3359,41.37,76.37,82.96
3360,13.09,48.09,63.16
3361,61.88,70.85,81.88
3362,49.22,84.22,88.45
3363,35.66,70.66,78.96
3364,56.19,91.19,93.33
3365,16.01,51.01,65.21
3366,31.54,66.54,76.08
3367,20.87,55.87,68.61
3368,38.13,57.74,82.10
3369,43.37,78.37,84.36
3370,34.60,69.60,78.22
3371,46.78,81.78,86.74
3372,42.30,65.57,85.23
3373,50.01,80.02,91.01
3374,51.13,82.11,91.84
3375,53.96,87.42,93.97
3376,50.11,80.21,91.08
3377,33.22,68.22,77.26
3378,25.62,60.62,71.93
3379,25.77,60.77,72.04
3380,18.91,53.91,67.24
3381,46.19,72.86,88.14
3382,32.72,67.72,76.90
3383,56.18,91.59,95.64
3384,47.91,76.08,89.43
3385,50.01,80.02,91.01
3386,35.27,70.27,78.69
3387,23.52,58.52,70.46
3388,48.54,77.26,89.90
3389,53.42,86.42,93.57
3390,44.36,69.42,86.77
3391,43.89,68.54,86.42
3392,30.75,65.75,75.53
3393,22.92,29.22,70.69
3394,53.85,87.21,93.88
3395,59.96,98.67,81.88
3396,37.05,72.05,79.94
3397,9.45,44.45,60.62
3398,23.16,58.16,70.21
3399,38.49,58.42,82.37
3400,41.56,76.56,83.09
3401,19.52,54.52,67.66
3402,47.04,74.44,88.78
3403,36.25,54.22,80.69
3404,41.90,76.90,83.33
3405,52.04,83.82,92.53
3406,29.11,64.11,74.38
3407,22.88,57.88,70.01
3408,41.06,63.23,84.29
3409,61.31,70.85,81.88
3410,4.16,39.16,56.91
3411,40.44,62.08,83.83
3412,34.75,69.75,78.32
3413,25.57,60.57,71.90
3414,31.57,66.57,76.10
3415,47.15,74.66,88.86
3416,64.45,70.85,81.88
3417,58.33,95.62,97.25
3418,43.88,78.88,84.72
3419,42.92,66.72,85.69
3420,40.92,62.98,84.19
3421,23.10,58.10,70.17
3422,32.74,67.74,76.92
3423,43.55,67.90,86.16
3424,50.78,81.46,91.59
3425,31.72,66.72,76.21
3426,35.13,70.13,78.59
3427,12.33,47.33,62.63
3428,23.30,58.30,70.31
3429,54.37,88.19,94.28
3430,34.32,69.32,78.02
3431,45.06,70.74,87.30
3432,30.27,65.27,75.19
3433,40.82,62.78,84.11
3434,38.08,73.08,80.65
3435,32.98,67.98,77.08
3436,45.10,70.81,87.32
3437,58.88,96.66,97.66
3438,52.21,84.15,92.66
3439,58.31,95.58,97.23
3440,41.72,64.47,84.79
3441,42.55,66.03,85.41
3442,34.83,69.83,78.38
3443,38.83,73.83,81.18
3444,36.55,54.77,80.91
3445,32.28,67.28,76.60
3446,60.12,98.97,81.88
3447,41.05,76.05,82.74
3448,35.89,70.89,79.12
3449,69.57,70.85,81.88
3450,33.66,68.66,77.56
3451,53.33,86.24,93.49
3452,26.12,61.12,72.29
3453,6.49,41.49,58.54
3454,22.35,57.35,69.64
3455,34.62,69.62,78.24
3456,51.74,86.74,90.22
3457,50.80,81.50,91.60
3458,31.59,66.59,76.11
3459,22.43,57.43,69.70
3460,41.16,63.42,84.37
3461,37.56,72.56,80.29
3462,48.05,76.34,89.54
3463,52.03,83.80,92.52
3464,51.70,83.18,92.27
3465,39.37,60.08,83.03
3466,13.81,48.81,63.67
3467,26.12,61.12,72.28
3468,50.58,81.09,91.44
3469,14.05,49.05,63.83
3470,18.91,53.91,67.24
3471,45.69,71.92,87.77
3472,16.27,51.27,65.39
3473,43.71,78.71,84.60
3474,45.15,70.91,87.36
3475,54.13,87.74,94.10
3476,49.06,78.24,90.30
3477,60.12,98.98,81.88
3478,52.22,84.17,92.67
3479,21.62,56.62,69.13
3480,36.59,71.59,79.61
3481,34.52,69.52,78.16
3482,34.70,51.32,79.53
3483,33.65,68.65,77.55
3484,50.86,85.86,89.60
3485,29.29,64.29,74.50
3486,32.02,67.02,76.42
3487,14.70,49.70,64.29
3488,26.62,61.62,72.63
3489,39.54,74.54,81.68
3490,30.82,65.82,75.57
3491,68.38,70.85,81.88
3492,43.49,67.80,86.12
3493,42.37,65.69,85.27
3494,9.90,44.90,60.93
3495,41.36,76.36,82.95
3496,48.65,83.65,88.06
3497,54.26,87.99,94.20
3498,53.87,87.25,93.90
3499,59.13,97.13,97.85
3500,34.46,69.46,78.12
3501,35.21,70.21,78.64
3502,33.78,68.78,77.64
3503,23.76,58.76,70.63
3504,24.27,59.27,70.99
3505,49.06,78.24,90.30
3506,22.93,57.93,70.05
3507,42.91,66.70,85.68
3508,49.63,79.30,90.72
3509,24.95,59.95,71.46
3510,27.93,62.93,73.55
3511,30.30,65.30,75.21
3512,37.08,55.78,81.31
3513,46.96,74.30,88.72
3514,44.71,70.07,87.03
3515,50.95,81.79,91.72
3516,51.11,82.08,91.83
3517,58.95,96.78,97.71
3518,14.38,49.38,64.07
3519,34.71,69.71,78.30
3520,54.64,88.70,94.48
3521,26.48,61.48,72.54
3522,53.50,86.57,93.63
3523,33.67,68.67,77.57
3524,11.35,46.35,61.94
3525,51.22,82.28,91.91
3526,47.24,74.82,88.93
3527,41.98,76.98,83.38
3528,45.13,80.13,85.59
3529,22.73,57.73,69.91
3530,27.52,62.52,73.26
3531,38.35,58.15,82.26
3532,40.85,75.85,82.60
3533,42.96,77.96,84.07
3534,42.88,77.88,84.01
3535,26.61,61.61,72.63
3536,54.58,88.58,94.43
3537,52.86,85.36,93.15
3538,46.45,81.45,86.51
3539,21.14,56.14,68.80
3540,51.73,86.73,90.21
3541,52.11,83.96,92.58
3542,44.27,69.26,86.70
3543,42.17,65.32,85.13
3544,25.26,60.26,71.68
3545,33.36,48.80,78.52
3546,22.37,57.37,69.66
3547,24.27,59.27,70.99
3548,53.42,86.41,93.56
3549,31.23,66.23,75.86
3550,45.30,71.18,87.47
3551,44.17,69.07,86.63
3552,11.61,46.61,62.13
3553,55.69,90.66,95.26
3554,53.17,85.94,93.37
3555,35.24,70.24,78.67
3556,36.25,71.25,79.37
3557,53.02,85.66,93.26
3558,48.87,83.87,88.21
3559,57.73,94.49,96.80
3560,33.91,68.91,77.74
3561,53.74,87.01,93.80
3562,34.44,69.44,78.11
3563,43.46,67.74,86.10
3564,63.46,70.85,81.88
3565,42.04,65.08,85.03
3566,30.13,65.13,75.09
3567,64.80,70.85,81.88
3568,29.44,64.44,74.61
3569,63.74,70.85,81.88
3570,52.92,85.48,93.19
3571,27.10,62.10,72.97
3572,55.46,90.23,95.09
3573,42.34,65.64,85.26
3574,50.93,81.75,91.70
3575,25.03,60.03,71.52
3576,34.23,69.23,77.96
3577,24.81,59.81,71.37
3578,40.99,63.11,84.24
3579,50.43,80.81,91.32
3580,49.17,78.44,90.38
3581,47.28,74.91,88.96
3582,23.67,58.67,70.57
3583,35.65,53.09,80.23
3584,50.69,81.30,91.52
3585,44.13,69.00,86.60
3586,64.89,70.85,81.88
3587,13.68,48.68,63.57
3588,53.66,86.87,93.75
3589,43.26,67.37,85.95
3590,21.67,56.67,69.17
3591,53.09,88.09,91.16
3592,27.36,62.36,73.16
3593,53.92,87.34,93.94
3594,46.32,73.10,88.24
3595,24.45,59.45,71.12
3596,55.64,90.58,95.23
3597,37.05,72.05,79.93
3598,20.61,55.61,68.43
3599,50.81,81.53,91.61
3600,42.59,66.11,85.44
3601,47.29,82.29,87.10
3602,21.85,56.85,69.30
3603,13.10,48.10,63.17
3604,40.59,62.36,83.95
3605,48.86,77.87,90.15
3606,20.37,55.37,68.26
3607,18.02,53.02,66.62
3608,47.51,75.33,89.13
3609,49.71,79.45,90.78
3610,59.94,98.64,81.88
3611,29.94,64.94,74.96
3612,52.54,84.77,92.91
3613,56.09,91.42,95.57
3614,18.24,53.24,66.77
3615,54.84,89.84,92.39
3616,16.68,51.68,65.68
3617,56.11,91.46,95.58
3618,49.07,78.25,90.30
3619,29.10,64.10,74.37
3620,46.85,74.10,88.64
3621,52.53,84.74,92.89
3622,28.90,63.90,74.23
3623,52.65,84.97,92.99
3624,53.31,86.20,93.48
3625,63.24,70.85,81.88
3626,27.47,62.47,73.23
3627,13.49,48.49,63.44
3628,12.40,47.40,62.68
3629,26.07,61.07,72.25
3630,39.76,60.80,83.32
3631,12.35,47.35,62.64
3632,12.41,47.41,62.68
3633,37.22,72.22,80.06
3634,50.40,80.75,91.30
3635,33.90,68.90,77.73
3636,13.56,48.56,63.49
3637,47.01,74.40,88.76
3638,43.54,67.88,86.15
3639,46.47,73.39,88.36
3640,50.07,80.12,91.05
3641,24.63,59.63,71.24
3642,66.00,70.85,81.88
3643,35.26,70.26,78.68
3644,61.89,70.85,81.88
3645,34.26,69.26,77.98
3646,25.89,60.89,72.12
3647,40.71,75.71,82.50
3648,59.24,97.32,97.93
3649,26.39,61.39,72.48
3650,67.92,70.85,81.88
3651,56.33,91.33,93.43
3652,30.83,65.83,75.58
3653,20.06,55.06,68.04
3654,33.44,68.44,77.41
3655,30.50,65.50,75.35
3656,58.10,95.20,97.08
3657,49.42,78.92,90.57
3658,41.16,76.16,82.81
3659,70.80,70.85,81.88
3660,42.57,77.57,83.80
3661,59.76,98.30,81.88
3662,43.21,67.27,85.91
3663,48.50,77.18,89.87
3664,44.82,70.29,87.12
3665,60.36,99.42,81.88
3666,53.36,86.30,93.52
3667,26.12,61.12,72.29
3668,50.61,85.61,89.43
3669,49.27,78.63,90.45
3670,55.18,89.71,94.88
3671,22.19,57.19,69.53
3672,31.12,66.12,75.79
3673,38.71,73.71,81.09
3674,44.20,79.20,84.94
3675,46.34,73.13,88.25
3676,7.38,42.38,59.17
3677,37.13,72.13,79.99
3678,50.72,81.34,91.54
3679,44.14,69.01,86.60
3680,42.22,65.41,85.16
3681,34.37,69.37,78.06
3682,23.87,58.87,70.71
3683,65.90,70.85,81.88
3684,20.94,55.94,68.66
3685,24.86,59.86,71.40
3686,48.25,76.71,89.68
3687,16.56,51.56,65.59
3688,31.63,66.63,76.14
3689,24.57,59.57,71.20
3690,34.23,69.23,77.96
3691,17.68,52.68,66.38
3692,41.07,76.07,82.75
3693,30.53,65.53,75.37
3694,56.06,91.36,95.55
3695,20.46,55.46,68.32
3696,27.95,62.95,73.56
3697,54.95,89.29,94.71
3698,49.73,79.50,90.80
3699,45.74,80.74,86.02
3700,23.72,58.72,70.61
3701,44.78,70.20,87.08
3702,55.55,90.41,95.16
3703,25.99,60.99,72.19
3704,23.61,58.61,70.52
3705,32.16,67.16,76.51
3706,17.39,52.39,66.17
3707,49.88,84.88,88.92
3708,50.57,81.07,91.43
3709,34.51,50.96,79.38
3710,16.87,51.87,65.81
3711,41.93,64.86,84.95
3712,29.07,64.07,74.35
3713,51.92,83.60,92.44
3714,58.21,95.40,97.16
3715,38.30,58.05,82.22
3716,49.24,78.57,90.43
3717,45.97,72.45,87.98
3718,37.81,57.14,81.86
3719,20.90,55.90,68.63
3720,41.86,64.74,84.90
3721,39.08,59.53,82.81
3722,37.51,72.51,80.25
3723,50.67,81.26,91.51
3724,25.52,60.52,71.86
3725,40.59,75.59,82.42
3726,52.67,85.00,93.00
3727,56.34,91.89,95.76
3728,43.20,78.20,84.24
3729,50.22,80.41,91.17
3730,37.80,57.13,81.85
3731,31.42,66.42,75.99
3732,32.02,67.02,76.42
3733,25.00,60.00,71.50
3734,18.49,53.49,66.95
3735,45.34,71.26,87.50
3736,28.53,63.53,73.97
3737,50.73,81.37,91.55
3738,49.27,78.63,90.45
3739,66.16,70.85,81.88
3740,46.67,73.75,88.50
3741,54.61,88.64,94.46
3742,46.22,72.92,88.17
3743,48.55,77.28,89.91
3744,52.98,85.59,93.24
3745,43.22,67.29,85.92
3746,17.31,52.31,66.12
3747,36.10,53.94,80.57
3748,52.87,85.38,93.15
3749,24.36,59.36,71.05
3750,48.76,77.68,90.07
3751,47.10,74.57,88.83
3752,44.31,69.33,86.73
3753,55.02,89.41,94.77
3754,46.08,72.66,88.06
3755,44.57,69.81,86.93
3756,60.83,70.85,81.88
3757,52.81,85.26,93.11
3758,23.53,58.53,70.47
3759,33.61,68.61,77.53
3760,42.82,66.53,85.61
3761,49.89,79.80,90.92
3762,28.86,63.86,74.20
3763,58.87,96.63,97.65
3764,20.13,55.13,68.09
3765,12.18,47.18,62.53
3766,18.85,53.85,67.19
3767,54.52,88.48,94.39
3768,51.15,82.15,91.86
3769,23.44,58.44,70.41
3770,50.20,80.37,91.15
3771,37.47,72.47,80.23
3772,36.78,71.78,79.75
3773,51.10,82.07,91.83
3774,48.85,77.83,90.13
3775,25.32,60.32,71.72
3776,41.02,63.16,84.26
3777,34.23,69.23,77.96
3778,45.72,80.72,86.00
3779,32.40,67.40,76.68
3780,37.24,56.08,81.43
3781,56.71,92.59,96.04
3782,63.37,70.85,81.88
3783,39.55,74.55,81.68
3784,44.92,79.92,85.45
3785,44.27,69.25,86.70
3786,54.32,88.10,94.24
3787,68.94,70.85,81.88
3788,43.95,68.66,86.46
3789,25.97,60.97,72.18
3790,30.75,65.75,75.53
3791,17.97,52.97,66.58
3792,26.28,61.28,72.39
3793,41.90,64.82,84.93
3794,52.52,84.73,92.89
3795,25.53,60.53,71.87
3796,52.57,84.81,92.93
3797,45.67,71.88,87.75
3798,18.77,53.77,67.14
3799,25.53,60.53,71.87
3800,8.88,43.88,60.22
3801,50.16,80.30,91.12
3802,27.53,62.53,73.27
3803,23.86,58.86,70.70
3804,31.04,66.04,75.73
3805,21.99,56.99,69.40
3806,47.53,75.37,89.15
3807,30.31,65.31,75.22
3808,21.76,56.76,69.23
3809,21.33,56.33,68.93
3810,48.33,76.87,89.75
3811,46.15,72.78,88.11
3812,38.27,73.27,80.79
3813,44.62,69.91,86.96
3814,62.74,70.85,81.88
3815,37.74,72.74,80.42
3816,35.99,70.99,79.19
3817,48.66,77.49,90.00
3818,51.42,82.65,92.06
3819,53.08,85.78,93.31
3820,30.75,65.75,75.53
3821,7.37,42.37,59.16
3822,48.64,77.45,89.98
3823,51.63,83.06,92.22
3824,53.99,88.99,91.79
3825,48.66,77.48,89.99
3826,28.39,39.49,74.80
3827,60.28,99.28,81.88
3828,32.09,67.09,76.46
3829,25.55,60.55,71.89
3830,13.42,48.42,63.39
3831,46.94,74.27,88.71
3832,22.89,57.89,70.02
3833,43.43,67.67,86.07
3834,30.61,65.61,75.43
3835,46.70,73.81,88.52
3836,53.65,86.84,93.74
3837,43.89,68.55,86.42
3838,54.52,88.48,94.39
3839,59.76,98.31,81.88
3840,30.98,65.98,75.69
3841,23.11,58.11,70.18
3842,51.56,82.93,92.17
3843,39.20,74.20,81.44
3844,35.98,53.72,80.49
3845,29.85,64.85,74.90
3846,44.75,70.15,87.06
3847,19.83,54.83,67.88
3848,56.66,92.50,96.00
3849,67.14,70.85,81.88
3850,40.36,75.36,82.26
3851,34.91,69.91,78.44
3852,16.74,51.74,65.72
3853,52.26,84.24,92.70
3854,26.41,61.41,72.49
3855,47.23,82.23,87.06
3856,21.96,56.96,69.37
3857,39.30,59.93,82.97
3858,37.99,57.48,81.99
3859,45.21,71.02,87.41
3860,52.28,84.27,92.71
3861,25.94,60.94,72.16
3862,30.49,65.49,75.34
3863,40.05,61.35,83.54
3864,40.31,75.31,82.21
3865,37.97,72.97,80.58
3866,52.02,83.79,92.51
3867,45.56,71.68,87.67
3868,59.10,97.07,97.83
3869,60.02,98.80,81.88
3870,20.23,55.23,68.16
3871,39.49,74.49,81.65
3872,47.25,74.84,88.93
3873,19.83,54.83,67.88
3874,37.38,56.34,81.54
3875,14.80,49.80,64.36
3876,58.44,95.82,97.33
3877,22.51,57.51,69.75
3878,45.94,72.39,87.96
3879,0.28,35.28,54.19
3880,55.51,90.32,95.13
3881,48.22,76.65,89.66
3882,37.60,56.75,81.70
3883,29.44,64.44,74.60
3884,59.57,97.94,81.88
3885,61.75,70.85,81.88
3886,28.97,63.97,74.28
3887,46.69,81.69,86.68
3888,17.22,52.22,66.05
3889,54.68,88.77,94.51
3890,59.86,98.49,81.88
3891,47.46,75.23,89.09
3892,60.98,70.85,81.88
3893,45.61,71.77,87.71
3894,60.02,98.79,81.88
3895,17.62,52.62,66.33
3896,46.14,81.14,86.30
3897,26.11,61.11,72.27
3898,54.04,87.57,94.03
3899,27.97,62.97,73.58
3900,42.31,65.58,85.23
3901,39.19,59.73,82.89
3902,31.08,66.08,75.75
3903,50.98,81.84,91.73
3904,53.43,86.42,93.57
3905,45.88,72.27,87.91
3906,40.90,75.90,82.63
3907,46.93,74.25,88.70
3908,34.97,69.97,78.48
3909,50.97,81.83,91.73
3910,51.57,82.95,92.18
3911,51.31,82.47,91.99
3912,58.97,96.82,97.73
3913,30.46,65.46,75.32
3914,30.25,65.25,75.17
3915,21.05,56.05,68.73
3916,47.72,75.72,89.29
3917,24.45,59.45,71.12
3918,19.48,54.48,67.64
3919,28.97,63.97,74.28
3920,50.00,80.00,91.00
3921,50.10,80.18,91.07
3922,48.95,78.04,90.21
3923,30.22,65.22,75.15
3924,32.50,47.19,77.87
3925,56.20,91.62,95.65
3926,25.98,60.98,72.19
3927,53.45,88.45,91.41
3928,20.23,55.23,68.16
3929,67.96,70.85,81.88
3930,57.39,93.85,96.54
3931,26.83,61.83,72.78
3932,15.97,50.97,65.18
3933,46.18,72.84,88.14
3934,43.09,67.03,85.81
3935,15.94,50.94,65.16
3936,46.07,72.63,88.05
3937,45.42,71.42,87.57
3938,39.25,74.25,81.48
3939,23.20,58.20,70.24
3940,55.71,90.71,95.28
3941,62.47,70.85,81.88
3942,42.08,65.15,85.06
3943,42.38,65.72,85.29
3944,34.95,51.79,79.71
3945,32.18,67.18,76.53
3946,49.22,78.53,90.41
3947,50.99,81.85,91.74
3948,38.85,73.85,81.20
3949,47.35,75.02,89.01
3950,31.82,66.82,76.27
3951,41.94,64.89,84.96
3952,43.77,68.31,86.32
3953,26.05,61.05,72.23
3954,53.75,87.03,93.81
3955,61.65,70.85,81.88
3956,58.79,96.47,97.59
3957,31.81,66.81,76.27
3958,38.26,73.26,80.78
3959,49.00,78.13,90.25
3960,37.39,72.39,80.17
3961,33.11,48.33,78.33
3962,53.30,86.18,93.47
3963,52.04,83.83,92.53
3964,17.92,52.92,66.54
3965,45.58,71.72,87.69
3966,53.74,88.74,91.62
3967,36.58,54.83,80.93
3968,47.61,75.51,89.20
3969,44.00,68.74,86.50
3970,59.51,97.83,81.88
3971,23.47,58.47,70.43
3972,55.50,90.32,95.13
3973,51.02,81.91,91.76
3974,43.16,67.18,85.87
3975,19.77,54.77,67.84
